"block_number","min"
11770131,7.6e+10
11770132,7.6e+10
11770133,7.6e+10
11770134,75000001347
11770135,9e+10
11770136,111011100000
11770137,75000001123
11770138,7.5e+10
11770139,8.1e+10
11770140,8.8e+10
11770141,1.55e+11
11770142,1.45e+11
11770143,3.01e+10
11770144,8.9e+10
11770145,8.7e+10
11770146,8.1e+10
11770147,8.103e+10
11770148,9.9e+10
11770149,1e+09
11770150,82000001459
11770151,1.7e+11
11770152,1.25e+11
11770153,8.9e+10
11770154,8.3e+10
11770155,9.345e+10
11770156,1e+09
11770157,1.59e+11
11770158,1.0375e+11
11770159,1e+09
11770160,9.9e+10
11770161,9e+10
11770162,3.01e+10
11770163,8.5e+10
11770164,8.3e+10
11770165,8.2e+10
11770166,1.72e+11
11770167,1e+09
11770168,1.61e+11
11770169,1.07723e+11
11770170,1e+11
11770171,9.13e+10
11770172,100000001459
11770173,101184000001
11770174,9.13e+10
11770175,100000001459
11770176,1.48e+11
11770177,100000001459
11770178,100000001459
11770179,1.43e+11
11770180,1.09e+11
11770181,101032201797
11770182,100000001459
11770183,100000001459
11770184,9.7e+10
11770185,133333335278
11770186,109000000052
11770187,102000001459
11770188,121200001751
11770189,101000001459
11770190,9.8e+10
11770191,9.13e+10
11770192,9.13e+10
11770193,1.01e+11
11770194,1.06e+11
11770195,160982250001
11770196,1e+09
11770197,1.09e+11
11770198,1.01e+11
11770199,1.0043e+11
11770200,1.23e+11
11770201,105000001459
11770202,1e+11
11770203,102000001459
11770204,1e+09
11770206,1e+09
11770207,1.122e+11
11770208,1e+09
11770209,1.12e+11
11770210,1e+09
11770211,1.27e+11
11770212,1.05e+11
11770213,1.65e+11
11770214,1.5e+11
11770215,1e+09
11770216,1.2496e+11
11770218,1.122e+11
11770219,1.2433e+11
11770220,1.13e+11
11770221,1.12e+11
11770222,1.22e+11
11770223,1.68e+11
11770224,1.464e+11
11770225,1.23e+11
11770226,1.22e+11
11770227,1.1616e+11
11770228,1.111e+11
11770229,1.65e+11
11770230,1.59e+11
11770231,1.48e+11
11770232,1.44e+11
11770233,1.3552e+11
11770234,1.232e+11
11770235,1.232e+11
11770236,1.53e+11
11770237,125000001459
11770238,1e+09
11770239,1.21e+11
11770240,1.68e+11
11770241,1.58e+11
11770242,138000001459
11770243,1.24e+11
11770244,1e+09
11770245,1.24e+11
11770246,1e+09
11770247,138000001459
11770248,1.24e+11
11770249,1.24e+11
11770250,121000000233
11770251,138000001459
11770252,112000001459
11770253,1.1e+11
11770254,1.29e+11
11770255,1.08e+11
11770256,1.06e+11
11770257,1.06e+11
11770258,1.05e+11
11770261,1.65e+11
11770262,1.42e+11
11770263,1.24e+11
11770265,154285714286
11770266,1.61e+11
11770267,1e+09
11770268,1.81e+11
11770269,163292573628
11770270,1.55e+11
11770271,1.56e+11
11770272,1.4e+11
11770274,1.539e+11
11770275,1.45e+11
11770276,1.62e+11
11770277,1.51e+11
11770278,1.75e+11
11770279,1e+09
11770280,1.51e+11
11770281,1.6695e+11
11770282,1e+09
11770283,138000001459
11770284,1e+09
11770285,174900001604
11770286,1.43e+11
11770287,1.36e+11
11770288,1.24e+11
11770289,1.24e+11
11770290,1.2e+11
11770291,1.8e+11
11770292,1.61e+11
11770293,1.53e+11
11770294,1.661e+11
11770295,1e+09
11770296,1.51e+11
11770297,1.24e+11
11770298,1.24e+11
11770299,1.155e+11
11770300,111100000233
11770301,1.1e+11
11770302,3.01e+10
11770303,151000001459
11770304,1.43e+11
11770305,1.81e+11
11770306,1.77e+11
11770307,173250000384
11770308,172380920716
11770309,1.7105e+11
11770310,1.7303e+11
11770311,1.66e+11
11770312,1e+09
11770313,1.59e+11
11770314,152610344141
11770315,1.51e+11
11770317,1e+09
11770318,1.51e+11
11770319,1.4e+11
11770320,1.23e+11
11770321,1e+09
11770322,1.1e+11
11770323,1.77e+11
11770324,1.68e+11
11770325,1.7e+11
11770326,176704500000
11770327,1.6766e+11
11770328,1.61e+11
11770329,165000000233
11770330,1.785e+11
11770331,1.66e+11
11770332,1.8e+11
11770333,1.61e+11
11770334,2.024e+11
11770335,1.88e+11
11770336,1.72e+11
11770338,1e+09
11770339,1.64e+11
11770340,1e+09
11770341,1.6e+11
11770342,1.68e+11
11770343,1.71e+11
11770344,1e+09
11770345,1.456e+11
11770346,144000001459
11770347,1.2e+11
11770348,109000001347
11770349,1.8e+11
11770350,1.91e+11
11770351,1.73e+11
11770352,1.66e+11
11770353,164000001459
11770354,1e+09
11770355,1.23e+11
11770356,1.66e+11
11770357,1.12e+11
11770358,1.68e+11
11770359,164000001459
11770360,1.08e+11
11770361,1e+09
11770362,1.15e+11
11770364,104000001347
11770365,1.76e+11
11770366,164000001459
11770367,1.24e+11
11770368,1.04e+11
11770369,102000001459
11770370,132000000233
11770371,102000001123
11770372,1.144e+11
11770373,1.02e+11
11770374,1.02e+11
11770375,1.02e+11
11770376,9.13e+10
11770377,1.02e+11
11770378,1.0001e+11
11770379,1.94e+11
11770380,1.68e+11
11770381,1.804e+11
11770382,1.456e+11
11770383,137000001459
11770384,121000001347
11770385,1.144e+11
11770386,1.12e+11
11770387,1.68e+11
11770388,120000001235
11770389,1e+09
11770390,1.1e+11
11770391,1.94e+11
11770392,182149999999
11770393,1.6e+11
11770394,142500001563
11770395,1e+09
11770396,1.97e+11
11770397,1.8e+11
11770398,151000001459
11770399,1.48e+11
11770400,1.375e+11
11770401,1.24e+11
11770402,1.144e+11
11770403,1e+09
11770404,113000001459
11770405,107000001459
11770406,1.85e+11
11770407,1.42e+11
11770408,1e+09
11770409,1.03e+11
11770410,1e+11
11770411,9.68e+10
11770412,9.196e+10
11770413,1e+09
11770414,1e+11
11770415,103000001347
11770416,9e+10
11770417,9e+10
11770418,1.444e+11
11770419,1.12e+11
11770420,8.6e+10
11770421,81000100000
11770422,1.94e+11
11770423,1.62e+11
11770424,1.75e+11
11770425,1.71e+11
11770426,1.616e+11
11770427,1e+09
11770428,1.352e+11
11770429,137000001459
11770430,1.35e+11
11770432,1.35e+11
11770433,1.331e+11
11770434,1.65e+11
11770435,1.35e+11
11770436,1.35e+11
11770437,128400001750
11770438,1.852e+11
11770439,3.01e+10
11770440,1.48e+11
11770441,1.89e+11
11770442,167310000002
11770443,1.364e+11
11770444,1.352e+11
11770445,126000001561
11770446,1.232e+11
11770447,1.24e+11
11770448,1.24e+11
11770449,136000001459
11770450,1.17e+11
11770451,1e+09
11770452,1e+09
11770453,1.8e+11
11770454,1.644e+11
11770455,1e+09
11770456,136000001459
11770457,1e+09
11770458,1.352e+11
11770459,1e+09
11770460,136000001459
11770461,166000001459
11770462,1.62e+11
11770463,1.848e+11
11770464,159000001459
11770465,136000001459
11770466,1.83e+11
11770467,1.59e+11
11770468,1e+09
11770469,1.45e+11
11770470,1.69e+11
11770471,1.6945e+11
11770472,1.87e+11
11770473,164000003000
11770474,1.54e+11
11770475,1.59e+11
11770476,1.42e+11
11770477,139000001459
11770478,1.93e+11
11770479,1.86e+11
11770480,1.81e+11
11770481,160000001459
11770482,1.59e+11
11770483,1.8375e+11
11770484,163200002985
11770486,1.59e+11
11770487,1.56e+11
11770488,1.37e+11
11770489,136000001459
11770490,1.91e+11
11770491,1.9305e+11
11770492,1.79e+11
11770493,1.804e+11
11770494,1.76e+11
11770495,1.76e+11
11770496,163200002985
11770497,1.6e+11
11770498,1.59e+11
11770499,1e+09
11770500,1.3e+11
11770501,1.79e+11
11770502,127000001459
11770503,1.75e+11
11770504,1.925e+11
11770505,1e+09
11770506,1.78e+11
11770507,1.64e+11
11770509,1.94e+11
11770510,168096003074
11770511,158000001459
11770512,1.946e+11
11770513,1.98e+11
11770514,1.82e+11
11770515,1.76e+11
11770516,1.94e+11
11770517,1.694e+11
11770518,1e+09
11770519,1.232e+11
11770520,1.15e+11
11770521,1.15e+11
11770522,112000001347
11770523,1.12e+11
11770524,1.08e+11
11770525,107000001459
11770526,107000001459
11770527,1.76e+11
11770528,163200002985
11770529,1.09823e+11
11770530,1.07e+11
11770531,1e+11
11770532,97000000729
11770533,8.505e+10
11770534,1.77e+11
11770535,1.06e+11
11770537,91000001459
11770538,8.2e+10
11770539,80000001459
11770540,8e+10
11770541,1.77e+11
11770542,1.17e+11
11770543,107000001459
11770544,1.6e+11
11770545,1.89e+11
11770546,1.29e+11
11770547,148519975777
11770548,119880001575
11770549,1.17e+11
11770550,108000001459
11770551,107000001459
11770552,107000001459
11770553,1.284e+11
11770554,118000002694
11770556,107000001459
11770557,1.07e+11
11770558,1e+09
11770559,9e+10
11770560,8e+10
11770561,8e+10
11770562,8e+10
11770563,8e+10
11770564,8e+10
11770565,1.35e+11
11770566,1e+09
11770567,8e+10
11770568,8e+10
11770569,8e+10
11770570,107000001459
11770571,81000001459
11770573,8e+10
11770574,8.8e+10
11770575,8.8e+10
11770576,8e+10
11770577,1.29e+11
11770578,81000001459
11770579,1.19e+11
11770580,81000001459
11770581,111000001459
11770582,1e+09
11770583,1e+09
11770584,81000001459
11770585,1e+09
11770586,81000001459
11770587,1.8155e+11
11770588,1.81e+11
11770589,1e+09
11770590,1.69884e+11
11770591,140000001459
11770592,2e+11
11770593,1.91e+11
11770594,1.81e+11
11770595,131000001459
11770596,1.97e+11
11770597,1.8e+11
11770599,1.89e+11
11770600,166666666666
11770601,1.455e+11
11770602,1.375e+11
11770603,1.29e+11
11770604,116785714286
11770605,1.15e+11
11770606,1.128e+11
11770607,8.1e+10
11770608,1.03e+11
11770609,9.24e+10
11770610,1.91e+11
11770611,1.66e+11
11770612,106000001459
11770613,89100001604
11770614,9.9e+10
11770615,89100001604
11770616,1.91e+11
11770617,1.51e+11
11770618,1.75e+11
11770619,1e+09
11770620,1e+09
11770621,1.25e+11
11770622,1.677e+11
11770623,1.3725e+11
11770624,1.59e+11
11770625,1.29e+11
11770626,1.81e+11
11770627,1.7712e+11
11770628,1.65e+11
11770629,138000001459
11770630,1e+09
11770631,1.548e+11
11770632,1.29e+11
11770633,1.19e+11
11770634,1e+09
11770635,1.69e+11
11770636,1.475e+11
11770637,1.42e+11
11770638,1e+09
11770639,135199999999
11770640,1.19e+11
11770641,9.9e+10
11770642,1e+09
11770643,3.01e+10
11770644,1.95e+11
11770645,1e+09
11770646,1.5399e+11
11770647,1.79e+11
11770648,1.52e+11
11770649,1.48e+11
11770650,1.63e+11
11770651,162000001459
11770652,1.47e+11
11770653,1.54e+11
11770654,1.5399e+11
11770655,1.471e+11
11770656,1.97e+11
11770657,1.81e+11
11770658,1.94e+11
11770659,1.77e+11
11770660,1.617e+11
11770661,1.5399e+11
11770662,1.54e+11
11770663,1.53e+11
11770664,1.47e+11
11770665,132293103448
11770666,1e+09
11770667,2e+11
11770668,1.8e+11
11770669,1.9005e+11
11770670,1.617e+11
11770671,1.54e+11
11770672,1.54e+11
11770673,1.3e+11
11770674,1.1895e+11
11770675,1e+11
11770677,1.812e+11
11770678,151000001459
11770679,2.01e+11
11770680,1.83e+11
11770681,1.54e+11
11770682,1.47e+11
11770683,1e+09
11770684,9.2e+10
11770685,9.075e+10
11770686,89100001604
11770687,89100001604
11770688,1.53e+11
11770689,1.738e+11
11770690,3.01e+10
11770691,117480000001
11770692,1e+09
11770693,1.496e+11
11770694,1.11e+11
11770695,1e+09
11770696,90000001459
11770697,2.01e+11
11770698,1.75e+11
11770699,2.02e+11
11770700,1.94e+11
11770701,1.7e+11
11770702,167386315915
11770703,1e+09
11770704,1.496e+11
11770705,1.496e+11
11770706,1.6e+11
11770707,1e+09
11770708,1.9e+11
11770709,1.86e+11
11770710,1.683e+11
11770711,1.53e+11
11770712,1.76e+11
11770713,146108402033
11770714,142500001563
11770715,1.35e+11
11770716,1.31e+11
11770717,1.81e+11
11770718,1.86e+11
11770719,2e+11
11770720,1.71e+11
11770721,1.87e+11
11770722,1.88e+11
11770723,1.6983e+11
11770724,1e+09
11770725,1e+09
11770726,1.66e+11
11770727,1.7e+11
11770728,1.6e+11
11770729,1.31e+11
11770730,1.76e+11
11770731,1.68e+11
11770732,1.6e+11
11770733,1e+09
11770734,1.31e+11
11770735,1.29e+11
11770736,1e+09
11770737,9.1e+10
11770738,9.1e+10
11770739,1.992e+11
11770740,1.4e+11
11770741,1e+09
11770743,1.66e+11
11770744,1.66e+11
11770745,1.342e+11
11770746,130000001459
11770747,9e+10
11770749,8.9e+10
11770750,8.8e+10
11770751,8.8e+10
11770752,1.45e+11
11770753,1.44e+11
11770754,1.32e+11
11770755,1.31e+11
11770756,1.31e+11
11770757,1.46e+11
11770758,1.31e+11
11770759,9e+10
11770760,8.4e+10
11770761,8.2e+10
11770762,91000001459
11770763,1.7e+11
11770765,1.47e+11
11770766,1.31e+11
11770767,8.2e+10
11770768,1.31e+11
11770769,1.75e+11
11770770,1.44e+11
11770771,1.16e+11
11770772,81000001459
11770773,1.965e+11
11770774,1e+09
11770775,1.82e+11
11770776,1.82e+11
11770777,1.529e+11
11770778,1.39e+11
11770779,2e+11
11770780,183000001459
11770781,1.44e+11
11770782,1.84e+11
11770783,1.43e+11
11770784,133520022362
11770785,1.31e+11
11770786,1.31e+11
11770787,1.31e+11
11770788,101672022092
11770789,1e+09
11770790,1.9e+11
11770791,194412500000
11770792,1.91e+11
11770793,1.7e+11
11770794,1e+09
11770795,1.7e+11
11770796,1e+09
11770798,156200000233
11770799,1.5e+11
11770800,1.31e+11
11770801,131952841254
11770802,1e+09
11770803,168838350000
11770804,2e+11
11770805,197000001459
11770806,1.9e+11
11770807,1.848e+11
11770808,2.1e+11
11770809,1e+09
11770810,1e+09
11770811,1.98e+11
11770812,1.9e+11
11770813,1.84e+11
11770814,2e+11
11770815,1.8e+11
11770816,182000000001
11770817,1e+09
11770818,1.68e+11
11770819,1.9e+11
11770820,1.66e+11
11770821,1.47e+11
11770822,1.1e+11
11770823,1.67e+11
11770824,100000001347
11770825,2.11e+11
11770826,2.04e+11
11770827,2.04e+11
11770828,2e+11
11770829,1.9e+11
11770830,2.145e+11
11770831,204000001459
11770832,1.95e+11
11770833,1.9e+11
11770834,1.9e+11
11770835,1.9e+11
11770836,1.9e+11
11770837,1.7e+11
11770838,1.2e+11
11770839,117612000001
11770840,1.01e+11
11770841,9.9e+10
11770842,2.1e+11
11770843,1.9e+11
11770844,1.9e+11
11770845,3.01e+10
11770846,9e+10
11770847,1e+09
11770848,2.09e+11
11770849,1.9e+11
11770850,1.9e+11
11770851,1e+09
11770852,1e+09
11770853,8.3e+10
11770854,1e+09
11770855,1e+09
11770856,1.9e+11
11770857,1e+09
11770858,8.5e+10
11770859,8.3e+10
11770860,8.2e+10
11770861,1e+09
11770862,1.975e+11
11770863,84000001561
11770864,187649528834
11770865,81000001459
11770866,9e+10
11770867,8.1e+10
11770868,1.71e+11
11770869,1e+09
11770870,1.71e+11
11770871,8.3e+10
11770872,1e+09
11770873,1.301e+11
11770874,8.4e+10
11770875,8e+10
11770876,1e+11
11770877,8e+10
11770878,8.3e+10
11770879,8e+10
11770880,8e+10
11770881,8e+10
11770882,8e+10
11770883,8e+10
11770884,7.81e+10
11770885,1.45e+11
11770886,121500002188
11770887,81000001459
11770888,9.1e+10
11770889,82000001459
11770890,81000001459
11770891,81000001459
11770892,79000001459
11770893,7.7e+10
11770894,191406250000
11770895,1.43e+11
11770896,1.8e+11
11770897,2.166e+11
11770898,1.66e+11
11770899,2e+11
11770900,2.2e+11
11770901,2.01e+11
11770902,1.91e+11
11770903,1.6375e+11
11770904,1.8e+11
11770905,1.496e+11
11770906,1.33e+11
11770907,1e+09
11770908,1.25e+11
11770909,2e+11
11770910,1.57e+11
11770911,152960000094
11770912,1.24e+11
11770913,1.22e+11
11770914,1e+09
11770915,1.11e+11
11770916,1.053e+11
11770917,110000000233
11770918,1.57e+11
11770919,1.727e+11
11770920,1.57e+11
11770921,1e+09
11770922,1.24e+11
11770923,101250001824
11770924,149122500000
11770925,1.475e+11
11770926,1e+09
11770927,1.75e+11
11770928,1.475e+11
11770929,1.41e+11
11770930,169286400000
11770931,1.44072e+11
11770933,1.59e+11
11770934,1.41e+11
11770935,1e+09
11770936,1.0125e+11
11770937,1.572e+11
11770938,1.01e+11
11770939,1.675e+11
11770940,1.475e+11
11770941,1.475e+11
11770942,1e+11
11770943,1e+11
11770944,9.8e+10
11770945,9.3e+10
11770946,8.9e+10
11770947,8.8e+10
11770948,82810001473
11770949,8.3e+10
11770951,81000001459
11770952,1.89e+11
11770953,1.5e+11
11770954,1.89e+11
11770955,1.47e+11
11770956,1.48e+11
11770957,1.38996e+11
11770958,1.86e+11
11770959,1.37e+11
11770960,1.48e+11
11770961,1e+09
11770962,1e+09
11770963,1.89e+11
11770964,1.70265e+11
11770965,1e+09
11770966,1.37e+11
11770967,1.716e+11
11770968,1.5e+11
11770969,1.342e+11
11770970,1.155e+11
11770971,1e+09
11770972,102000001561
11770973,1e+11
11770974,171000001459
11770975,1.43e+11
11770976,1.43e+11
11770977,1.43e+11
11770978,1.22e+11
11770979,1.9e+11
11770980,1.72e+11
11770981,1.6e+11
11770982,1.89e+11
11770983,1.9e+11
11770984,1.88e+11
11770985,1.8e+11
11770986,1.9e+11
11770987,173000001459
11770988,1.63e+11
11770989,1.573e+11
11770990,1.99e+11
11770991,175000001459
11770992,1.73e+11
11770993,1.573e+11
11770994,1.57e+11
11770995,1.5e+11
11770996,1.43e+11
11770997,1.43e+11
11770998,133100000233
11770999,1.08e+11
11771000,1.01e+11
11771001,1e+09
11771002,1e+11
11771003,1.816e+11
11771004,1.7e+11
11771005,1.72e+11
11771006,1.93e+11
11771007,3.01e+10
11771009,1.96e+11
11771010,1e+09
11771011,1.82e+11
11771012,174000001459
11771013,1.73e+11
11771014,1.63e+11
11771015,1.63e+11
11771016,1.62e+11
11771017,147290013443
11771018,174000001459
11771019,2.08e+11
11771020,1.73e+11
11771021,1.5e+11
11771022,1.17e+11
11771023,1.01e+11
11771024,1.94e+11
11771025,1.73e+11
11771026,1.92e+11
11771027,1.73e+11
11771028,1.73e+11
11771029,1.73e+11
11771030,1.42e+11
11771031,1.01e+11
11771032,1.01e+11
11771033,1e+11
11771034,9.8e+10
11771035,8.9e+10
11771036,2.08e+11
11771037,1.833e+11
11771038,2.08e+11
11771039,1.78e+11
11771040,1.73e+11
11771041,1e+09
11771042,1.73e+11
11771043,1.63e+11
11771044,1e+09
11771045,1.73e+11
11771046,1e+09
11771047,1.73e+11
11771048,1.59e+11
11771049,1e+09
11771050,1.41e+11
11771051,1.1e+11
11771052,1e+09
11771053,84000001459
11771054,106734110000
11771055,81000001459
11771056,81000001459
11771057,81000001347
11771058,81000000729
11771059,8.1e+10
11771060,8e+10
11771061,8e+10
11771062,1e+09
11771063,8e+10
11771064,1.97e+11
11771065,1.86e+11
11771066,1.31e+11
11771067,1.3e+11
11771068,1.09e+11
11771069,1e+11
11771070,1e+11
11771071,1e+11
11771072,1.45e+11
11771073,100000001235
11771074,1e+11
11771075,81500000729
11771076,1.09e+11
11771077,148768556340
11771078,1e+11
11771079,1e+11
11771080,1.21e+11
11771081,1e+11
11771082,1e+11
11771083,80000001347
11771084,8e+10
11771085,7.9875e+10
11771086,7.9e+10
11771087,7.653e+10
11771088,7.6e+10
11771089,6.38e+10
11771090,75000001123
11771091,7.5e+10
11771092,7.5e+10
11771093,1e+09
11771094,7.5e+10
11771095,7.44e+10
11771096,1.21e+11
11771097,182000001561
11771098,150000001561
11771099,1.83e+11
11771100,1e+09
11771101,1.7e+11
11771102,1.41e+11
11771103,1.86e+11
11771104,1.79e+11
11771105,1.74e+11
11771106,1.551e+11
11771107,1.41e+11
11771108,1.2e+11
11771109,1.1e+11
11771110,1.01e+11
11771111,1.41e+11
11771112,1.2e+11
11771113,1.05e+11
11771114,9.9e+10
11771115,9.1e+10
11771116,1.1e+11
11771117,8.8e+10
11771118,82000001347
11771119,80000001347
11771120,8e+10
11771121,1e+09
11771122,1e+09
11771123,1e+09
11771124,8e+10
11771125,8e+10
11771126,9.79e+10
11771127,89000001459
11771128,8.5e+10
11771129,1.52e+11
11771130,98935650000
11771131,8.9e+10
11771132,109200001750
11771133,1e+09
11771134,1e+09
11771135,8.3e+10
11771136,8.3e+10
11771137,82000001459
11771138,8e+10
11771139,1.51e+11
11771140,1e+11
11771141,9.8e+10
11771142,1.2e+11
11771143,9.6e+10
11771144,8.8e+10
11771145,8.8e+10
11771146,8.8e+10
11771147,8e+10
11771148,8e+10
11771149,1.67e+11
11771151,1.4e+11
11771152,1.11e+11
11771153,1.08e+11
11771154,1e+11
11771155,9.7e+10
11771156,9.7e+10
11771157,1.45e+11
11771158,1.2e+11
11771159,9.7e+10
11771160,8.2e+10
11771161,1.47e+11
11771162,1.67e+11
11771163,141000001459
11771164,1.27305e+11
11771165,1e+09
11771166,1.66e+11
11771167,1.25e+11
11771168,1.65e+11
11771169,3.01e+10
11771170,128000001459
11771171,1.15e+11
11771173,1e+10
11771174,121095001510
11771175,1e+09
11771176,1.66e+11
11771177,1.42e+11
11771178,1e+09
11771179,1.287e+11
11771180,1.2e+11
11771181,1.11e+11
11771182,1.0773e+11
11771183,1.067e+11
11771184,9.894e+10
11771185,1e+09
11771186,130271984741
11771187,1e+09
11771189,98000001347
11771190,1.26e+11
11771191,1e+09
11771192,1.07e+11
11771193,9.7e+10
11771194,9.7e+10
11771195,9.7e+10
11771196,157574483208
11771197,1.21e+11
11771198,1.51e+11
11771199,1.5e+11
11771200,1.5e+11
11771201,1e+09
11771203,1.5e+11
11771204,1.364e+11
11771205,124874100000
11771206,1e+09
11771207,1.51e+11
11771208,1.47e+11
11771209,1.36e+11
11771210,152000001459
11771211,146000001459
11771212,1e+09
11771213,137000001459
11771214,1e+09
11771215,143299183215
11771217,143299183215
11771218,1.36e+11
11771219,1.69e+11
11771220,1.65e+11
11771221,1.44e+11
11771222,1.65e+11
11771223,143299183215
11771224,143299183215
11771225,131000001459
11771226,1.27e+11
11771227,125357142857
11771228,1e+09
11771229,1.72e+11
11771230,1.68e+11
11771231,1.65e+11
11771232,1.59e+11
11771233,1.52e+11
11771234,1.74e+11
11771235,1.64e+11
11771236,1.67e+11
11771237,1.51e+11
11771238,1.511e+11
11771239,1.44e+11
11771240,1e+09
11771241,1.77e+11
11771242,1.73e+11
11771243,1.79e+11
11771244,1e+09
11771245,1.74e+11
11771246,195670286548
11771247,1.71e+11
11771248,1.68e+11
11771249,1.675e+11
11771250,1.67e+11
11771251,1e+09
11771252,1.657e+11
11771253,1.68e+11
11771254,1.82e+11
11771255,1e+09
11771256,1.82e+11
11771257,1.66e+11
11771258,1.68e+11
11771259,1.83e+11
11771260,166000001459
11771261,1.65e+11
11771262,1.6e+11
11771263,1.63e+11
11771264,1.68e+11
11771265,1.573e+11
11771266,1.815e+11
11771267,165000000001
11771268,1.88e+11
11771269,1.68e+11
11771270,1.67e+11
11771271,1.665e+11
11771272,1.6772e+11
11771273,1.5e+11
11771274,143299183215
11771275,143299183215
11771276,143299183215
11771277,1.335e+11
11771278,1.21e+11
11771279,1.2e+11
11771280,1.2e+11
11771281,1.7201e+11
11771282,1.5874e+11
11771283,1.2e+11
11771284,1e+09
11771285,1.7745e+11
11771286,166000001459
11771287,164000001459
11771288,164000001459
11771289,164000001459
11771290,164000001459
11771291,1e+09
11771292,1.64e+11
11771294,1.72e+11
11771295,184984800000
11771296,2.132e+11
11771297,1e+09
11771298,1e+09
11771299,1.93e+11
11771300,1.81e+11
11771301,1.72e+11
11771302,1.75e+11
11771303,1.65e+11
11771304,1.72e+11
11771305,1.92e+11
11771306,1.7137e+11
11771307,1.73e+11
11771308,1.991e+11
11771309,1.77e+11
11771310,1.7137e+11
11771311,1.75e+11
11771312,1.65e+11
11771313,1.93e+11
11771314,1e+09
11771315,164000001459
11771316,164000001459
11771317,167000001459
11771318,2.02e+11
11771319,2.01e+11
11771320,1e+09
11771321,1.914e+11
11771322,2e+11
11771323,1.82e+11
11771324,1e+09
11771325,1.72e+11
11771326,1.72e+11
11771327,1.73e+11
11771328,2.01e+11
11771329,3.01e+10
11771330,1e+09
11771331,2.06e+11
11771332,1.99e+11
11771333,1.903e+11
11771334,1.8e+11
11771335,1.75e+11
11771336,1.86e+11
11771337,171000001459
11771338,164000001347
11771339,1.56e+11
11771340,1.81e+11
11771341,1.5e+11
11771342,144000001459
11771343,2.09e+11
11771344,1.95e+11
11771345,1.7819e+11
11771346,1.7819e+11
11771347,1.3932e+11
11771348,2.42e+11
11771349,2.1e+11
11771350,1e+09
11771351,2.233e+11
11771352,204000001561
11771353,1.91e+11
11771354,1.86e+11
11771355,2.09e+11
11771356,1.86e+11
11771357,2.06e+11
11771358,2.04e+11
11771359,187000001459
11771360,2.04e+11
11771361,2.13e+11
11771362,2.09e+11
11771363,2e+11
11771364,1.925e+11
11771365,1.7347e+11
11771366,1.86e+11
11771367,1.85e+11
11771368,200000001459
11771369,199572666666
11771370,1.91e+11
11771371,219275100000
11771372,2e+11
11771373,2.19e+11
11771374,1.995e+11
11771375,1e+09
11771376,1.99e+11
11771377,2.01e+11
11771378,1.99e+11
11771379,1.826e+11
11771380,2.19e+11
11771381,1.995e+11
11771382,1.7819e+11
11771383,1.7e+11
11771384,1.65e+11
11771385,149600000233
11771386,1e+09
11771387,144968886000
11771388,1e+09
11771389,1.54e+11
11771391,134200000233
11771392,1.41e+11
11771393,1.25e+11
11771394,1.22e+11
11771395,1.2e+11
11771396,1e+09
11771397,179000001459
11771398,1.43e+11
11771399,1.2e+11
11771400,1.2e+11
11771401,117000001123
11771402,158000001459
11771403,1.09e+11
11771404,1.06e+11
11771405,146000001235
11771406,1.06e+11
11771407,1e+11
11771408,1e+11
11771409,9.692e+10
11771410,9.4e+10
11771411,6.9e+10
11771412,156483145567
11771413,2.08e+11
11771414,1.65e+11
11771415,1.89e+11
11771416,1.4641e+11
11771417,1.65e+11
11771418,2.01e+11
11771419,1.88e+11
11771420,174522600000
11771421,2.02e+11
11771422,2e+11
11771423,1.617e+11
11771424,1e+09
11771425,164000001561
11771426,1e+09
11771427,1.61e+11
11771428,1.52e+11
11771429,146000001459
11771430,144000001561
11771431,143865001510
11771432,1e+09
11771433,1.61e+11
11771434,143362075252
11771435,1.342e+11
11771436,1.616e+11
11771437,1.45e+11
11771438,2.125e+11
11771439,1.81e+11
11771440,1.61e+11
11771441,1.61e+11
11771442,1e+09
11771443,1.342e+11
11771444,1.242e+11
11771445,1.85e+11
11771446,1.2e+11
11771447,1e+09
11771448,1.2e+11
11771449,1e+09
11771450,1.07e+11
11771451,1.45e+11
11771452,9.6e+10
11771453,1.45e+11
11771454,95000001347
11771455,9e+10
11771456,1.23e+11
11771457,89000001123
11771458,1.07e+11
11771459,8.2e+10
11771460,9.1e+10
11771461,1.94e+11
11771462,1.33e+11
11771463,96000001459
11771464,1.365e+11
11771465,1.98e+11
11771466,1.33e+11
11771467,1.2e+11
11771468,1.2e+11
11771469,3.01e+10
11771470,1.2e+11
11771471,1.2e+11
11771472,2.26e+11
11771473,2.1e+11
11771474,1e+09
11771475,181201499999
11771476,1.81e+11
11771477,1.62e+11
11771478,133554340202
11771479,1e+09
11771480,1.32e+11
11771481,1.221e+11
11771482,1.2e+11
11771483,1.2e+11
11771484,1.81e+11
11771485,1.46e+11
11771486,121000001459
11771487,121000000233
11771488,1.2e+11
11771489,1.2e+11
11771490,1.675e+11
11771491,1.2e+11
11771492,1.33e+11
11771493,1.2e+11
11771494,2.2033e+11
11771495,2e+11
11771496,1.73e+11
11771497,1.507e+11
11771498,2.17e+11
11771499,2e+11
11771500,1.68e+11
11771501,1e+09
11771502,1.36e+11
11771503,199500001482
11771504,1.33e+11
11771505,1.33e+11
11771506,1.33e+11
11771507,1.2e+11
11771508,1.2e+11
11771509,1.63e+11
11771510,1.1e+11
11771511,93895200000
11771512,1.93e+11
