"block_number","min"
11795661,1.87e+11
11795662,1e+09
11795663,1e+09
11795664,215238714163
11795665,1.7e+11
11795666,1.5e+11
11795667,214951513012
11795668,1.5e+11
11795669,2.23e+11
11795670,1.95e+11
11795671,1.9e+11
11795672,1.81e+11
11795673,1e+09
11795674,1.9e+11
11795675,1e+09
11795676,1.9e+11
11795677,1.89e+11
11795678,1.5e+11
11795679,1e+09
11795680,140000001123
11795681,2.25e+11
11795682,1.8e+11
11795683,1.793e+11
11795684,1.4e+11
11795685,1.37e+11
11795686,1e+09
11795687,2.3e+11
11795688,2.23e+11
11795689,1e+09
11795690,1e+09
11795691,2.23e+11
11795692,1.8e+11
11795693,1.7e+11
11795694,1.4e+11
11795695,1.35e+11
11795696,1.99e+11
11795697,1.8e+11
11795698,1e+09
11795699,1.32e+11
11795701,1.79e+11
11795702,1.31e+11
11795703,1.3e+11
11795704,1.3e+11
11795705,2.25e+11
11795706,1.81e+11
11795707,1.793e+11
11795708,1.7e+11
11795709,1.67e+11
11795710,150000001561
11795711,134000001459
11795712,134000001459
11795713,1.3e+11
11795714,129870000001
11795715,1.2987e+11
11795716,1.28e+11
11795717,1.25e+11
11795718,1.232e+11
11795719,2.01e+11
11795720,1e+09
11795721,1.232e+11
11795722,1.22e+11
11795723,1.21e+11
11795724,1.2e+11
11795725,1.2e+11
11795726,2.23e+11
11795727,1e+09
11795728,2.14e+11
11795729,2e+11
11795730,1.69e+11
11795731,1e+09
11795732,1.43e+11
11795733,1.39e+11
11795734,1.35e+11
11795735,1.1e+11
11795736,1.3e+11
11795737,1.33e+11
11795738,1.76e+11
11795739,2.145e+11
11795740,1.83e+11
11795741,1.7608e+11
11795742,1e+09
11795743,1.66e+11
11795744,3.01e+10
11795745,1e+09
11795746,1e+09
11795747,1e+09
11795748,1e+09
11795749,1.5521e+11
11795750,177750001643
11795751,1e+09
11795752,1.75e+11
11795753,3.01e+10
11795754,2.1945e+11
11795755,2.119e+11
11795756,2.366e+11
11795757,1.93e+11
11795758,1.93e+11
11795759,1.89e+11
11795760,1.75e+11
11795761,1.6872e+11
11795762,1.5e+11
11795763,1e+09
11795764,1.43e+11
11795765,1.34e+11
11795766,1.32e+11
11795767,1.3e+11
11795768,124000001459
11795769,1.75e+11
11795770,115000001347
11795771,1.21e+11
11795772,1.963e+11
11795773,120000001347
11795774,1.2e+11
11795775,1.2e+11
11795776,2.15e+11
11795777,1e+09
11795778,1.73e+11
11795779,1.43e+11
11795780,1.7874e+11
11795781,2.25e+11
11795782,2.5e+11
11795783,2.11e+11
11795784,1e+09
11795785,1e+09
11795786,1.613e+11
11795787,144000001459
11795788,1.4488e+11
11795789,1.75e+11
11795790,1.716e+11
11795791,1.43e+11
11795792,193600000233
11795793,144000001459
11795794,1.43e+11
11795795,1.38e+11
11795796,1.3e+11
11795797,1.17e+11
11795798,1.155e+11
11795799,1.8485e+11
11795800,2e+11
11795801,1.7928e+11
11795802,1.716e+11
11795803,1.6e+11
11795804,1.59e+11
11795806,1.45e+11
11795807,1.749e+11
11795808,144000001459
11795809,1.44e+11
11795810,1e+09
11795811,1.27e+11
11795812,1e+09
11795813,170000001561
11795814,1.58e+11
11795815,1.2e+11
11795816,1.13e+11
11795817,175000001459
11795818,1.86e+11
11795819,1e+09
11795820,2.19e+11
11795821,1.804e+11
11795822,2.04565e+11
11795823,1.94565e+11
11795824,1.7e+11
11795825,1.83e+11
11795826,1.64565e+11
11795827,1.64565e+11
11795828,1.9656e+11
11795829,1.944e+11
11795830,1.68e+11
11795831,1.74e+11
11795832,1.64565e+11
11795833,1.64565e+11
11795834,1e+09
11795835,160000001459
11795836,1.59e+11
11795837,1.6e+11
11795838,1e+09
11795839,1.59e+11
11795840,192000001561
11795841,1e+09
11795842,1.67e+11
11795843,1.64565e+11
11795844,1.59e+11
11795845,1.59e+11
11795846,1.51e+11
11795847,2.14e+11
11795848,1.98e+11
11795849,2.01e+11
11795850,181021500000
11795851,2e+11
11795852,1.71175e+11
11795853,1.67e+11
11795854,1.5444e+11
11795855,1.5e+11
11795856,1.355e+11
11795857,1.2e+11
11795858,1.155e+11
11795859,1.67e+11
11795860,192216796880
11795861,1.63e+11
11795862,1.837e+11
11795863,1.54e+11
11795864,1.16e+11
11795865,1.125e+11
11795866,1.13e+11
11795867,1e+09
11795868,1e+09
11795869,1.83e+11
11795870,2.38e+11
11795871,2.2e+11
11795872,2.2e+11
11795873,2.01e+11
11795874,2.13e+11
11795875,2.222e+11
11795876,2.01e+11
11795877,2.01e+11
11795878,2.025e+11
11795879,2e+11
11795880,2.22e+11
11795881,2.0875e+11
11795882,2.02e+11
11795883,2.01e+11
11795884,2e+11
11795885,1.97e+11
11795886,189000001459
11795887,1.83e+11
11795888,241560022054
11795889,2.23e+11
11795890,2.04336e+11
11795891,1e+09
11795892,2.125e+11
11795893,2.02e+11
11795894,1e+09
11795895,2e+11
11795896,1.72e+11
11795897,1e+09
11795898,2.013e+11
11795899,2.03e+11
11795900,2.31e+11
11795901,2.1e+11
11795902,1e+09
11795903,2.21e+11
11795904,1e+09
11795905,201000001459
11795906,3.01e+10
11795907,1e+09
11795908,2.01e+11
11795909,2.01e+11
11795910,201300018378
11795912,2.02e+11
11795913,201000001459
11795914,186000000729
11795915,1.7e+11
11795916,201000001459
11795917,1.845e+11
11795918,2.17e+11
11795919,1e+09
11795920,1.87e+11
11795921,168000001459
11795922,2.01e+11
11795923,3.01e+10
11795924,201000001459
11795925,1.67e+11
11795926,1.89e+11
11795927,1.67e+11
11795928,1.67e+11
11795929,2.02e+11
11795930,1.67e+11
11795931,1.67e+11
11795932,1.59e+11
11795933,2.15e+11
11795934,201000001459
11795935,184000001459
11795936,1.794e+11
11795937,2.2e+11
11795938,2.138e+11
11795939,2.137e+11
11795940,2e+11
11795941,1.9734e+11
11795942,1.9734e+11
11795943,1.837e+11
11795944,2.208e+11
11795945,198000001459
11795947,1.9734e+11
11795948,190000001459
11795949,1e+09
11795951,1.8e+11
11795952,172000001459
11795953,1.64e+11
11795954,1.6e+11
11795955,1.5e+11
11795956,1.5e+11
11795957,1.5e+11
11795958,1.44e+11
11795959,1.32e+11
11795960,1.3e+11
11795961,1.2649e+11
11795962,2.13e+11
11795963,1e+09
11795964,151000001459
11795965,1e+09
11795966,2.42e+11
11795967,2.22e+11
11795968,2.2e+11
11795969,216000001472
11795970,2.16e+11
11795971,2.04e+11
11795972,1.87e+11
11795973,1.8e+11
11795974,184800001604
11795975,1.7e+11
11795976,1.7e+11
11795977,1.7e+11
11795978,1e+09
11795979,171000001459
11795980,1e+09
11795981,168000001459
11795982,1e+09
11795983,1.375e+11
11795984,1.8e+11
11795985,1.3e+11
11795986,217000001459
11795987,1.8e+11
11795988,1e+09
11795989,1.8e+11
11795990,1.252e+11
11795991,1.66e+11
11795992,122000001561
11795993,2e+11
11795994,1.7e+11
11795995,121000001459
11795996,2.178e+11
11795997,1.7e+11
11795998,1.68e+11
11795999,1.87e+11
11796000,1.7e+11
11796001,124000001459
11796002,1.5e+11
11796003,117897384550
11796004,1.13e+11
11796005,1.915e+11
11796006,1.7e+11
11796007,1.15e+11
11796008,2e+11
11796009,1.7001e+11
11796010,1e+09
11796011,1.27e+11
11796012,2.38e+11
11796013,2.16e+11
11796014,1e+09
11796015,1.87e+11
11796016,174900000233
11796017,1.7e+11
11796018,1.7e+11
11796019,1.87e+11
11796020,1.7e+11
11796021,2.04e+11
11796023,1e+09
11796024,1.72e+11
11796025,153722110000
11796026,1.8973e+11
11796027,1.45e+11
11796028,1e+09
11796029,1.72e+11
11796030,1e+09
11796031,1.13e+11
11796032,1.12e+11
11796033,1.12e+11
11796034,1.21e+11
11796035,1.12e+11
11796036,1.12e+11
11796037,1.111e+11
11796038,2.04e+11
11796039,1e+09
11796040,1.72e+11
11796041,1.5e+11
11796042,1e+09
11796043,1.5e+11
11796044,1.5e+11
11796045,124000001459
11796046,150826500000
11796047,2.166e+11
11796048,1.73e+11
11796049,1.6524e+11
11796050,1.44e+11
11796051,1.2544e+11
11796052,1.15e+11
11796053,1.79e+11
11796054,1.37115e+11
11796055,1e+09
11796056,1.14e+11
11796057,1.14e+11
11796058,1.2199e+11
11796059,1.13e+11
11796060,176821101397
11796061,1.5e+11
11796062,1.71e+11
11796063,1.5e+11
11796064,1.5e+11
11796065,3.01e+10
11796066,1.456e+11
11796067,1.37115e+11
11796068,1.24e+11
11796069,1e+09
11796070,1.75e+11
11796072,1e+09
11796073,1e+09
11796074,1.456e+11
11796075,1e+09
11796076,1e+09
11796077,1.456e+11
11796078,1e+09
11796079,144000001459
11796080,3e+10
11796081,139000001459
11796082,1.46e+11
11796083,1.38e+11
11796084,1.36e+11
11796085,1.21e+11
11796086,1.12e+11
11796087,111000001347
11796088,1.11e+11
11796089,1.11e+11
11796090,1.11e+11
11796091,127000001459
11796092,1.44e+11
11796094,1.11e+11
11796095,1.11e+11
11796096,1.74e+11
11796097,1.44e+11
11796098,1.576e+11
11796099,1.6e+11
11796100,1.48e+11
11796101,1.38e+11
11796102,1.38e+11
11796103,1.38e+11
11796104,1.23e+11
11796105,1.13e+11
11796106,1.11e+11
11796107,1e+09
11796108,1.38e+11
11796109,1e+09
11796110,1.518e+11
11796111,1.43e+11
11796112,1.38e+11
11796113,1.16e+11
11796114,1e+09
11796115,144000001459
11796116,1e+09
11796117,1e+09
11796118,1.756e+11
11796119,1.57e+11
11796120,144000001459
11796121,1.57e+11
11796122,1.43e+11
11796124,1.43e+11
11796125,1.43e+11
11796126,1e+09
11796127,1e+09
11796128,1.13e+11
11796129,1.51e+11
11796130,1.43e+11
11796131,1.43e+11
11796132,1.43e+11
11796133,1.43e+11
11796134,1.2e+11
11796135,113000001459
11796136,1e+09
11796137,1.11e+11
11796138,1.11e+11
11796139,1.11e+11
11796140,1.13e+11
11796141,1.11e+11
11796142,1.4e+11
11796143,115123121200
11796144,1.1001e+11
11796145,1.1e+11
11796146,1.1e+11
11796147,1.1e+11
11796148,1.1e+11
11796149,1.1e+11
11796150,1.11e+11
11796151,1.11e+11
11796152,1.221e+11
11796153,1.13e+11
11796154,1.13e+11
11796155,1.11e+11
11796156,1.21e+11
11796158,1.13e+11
11796159,1.13e+11
11796160,1.13e+11
11796161,1.13e+11
11796162,1.11e+11
11796163,1.11e+11
11796164,1e+11
11796165,1.243e+11
11796166,1.6e+11
11796167,1e+09
11796168,1.166e+11
11796169,1.13e+11
11796170,1.13e+11
11796171,1.22e+11
11796172,1e+09
11796173,1e+09
11796174,1.5e+11
11796175,1.25e+11
11796176,1.18e+11
11796177,113000001459
11796178,1.6e+11
11796179,182000001561
11796180,1.72e+11
11796181,1.6e+11
11796182,1e+09
11796183,1.51e+11
11796184,1e+09
11796185,1.5e+11
11796186,1.76e+11
11796187,1.51e+11
11796189,1e+09
11796190,1.49e+11
11796191,1.75e+11
11796192,1.59e+11
11796193,1e+09
11796194,1.5e+11
11796195,1.46e+11
11796196,1.83e+11
11796197,171000001459
11796198,1e+09
11796199,157000001235
11796200,1.54e+11
11796201,1.43e+11
11796202,141000001459
11796203,139000001459
11796204,1.3e+11
11796205,1.72e+11
11796206,1.57e+11
11796207,1.356e+11
11796208,129800000233
11796209,1.26e+11
11796210,1.26e+11
11796211,126000000001
11796212,1e+09
11796213,173000001459
11796214,1.71e+11
11796215,1.89e+11
11796216,1.72e+11
11796217,1.778e+11
11796218,1.68e+11
11796219,1.66e+11
11796220,1.617e+11
11796222,1.57e+11
11796223,1.51e+11
11796224,1.826e+11
11796226,1.61e+11
11796227,1.472e+11
11796228,1.826e+11
11796229,1.66e+11
11796230,186000000255
11796231,1.85e+11
11796232,1.727e+11
11796233,1.6931e+11
11796235,1.6731e+11
11796236,151000001459
11796237,1e+09
11796238,1.47e+11
11796239,1.47e+11
11796240,1e+09
11796241,1.4e+11
11796242,1.72e+11
11796243,1e+09
11796244,1e+09
11796245,1.6731e+11
11796246,1.72e+11
11796247,1e+09
11796248,1.6731e+11
11796249,1e+09
11796250,3.01e+10
11796251,1.66e+11
11796252,1e+09
11796253,1.37e+11
11796254,1.32e+11
11796255,1e+09
11796256,3.01e+10
11796257,1.67e+11
11796258,2.01e+11
11796259,1e+09
11796260,1.93e+11
11796261,186750001000
11796262,1.72845e+11
11796263,2.01e+11
11796264,1.78e+11
11796265,1e+09
11796266,1.67e+11
11796267,1.89e+11
11796268,1e+09
11796269,173000001459
11796270,1.72e+11
11796271,1.67e+11
11796272,1.66e+11
11796273,1.85e+11
11796274,1.72e+11
11796275,157000000729
11796276,1.4e+11
11796277,1.3e+11
11796278,172329300000
11796280,1.364e+11
11796281,133000001459
11796282,1e+09
11796283,1.56024e+11
11796284,1.73e+11
11796285,1.69e+11
11796286,1e+09
11796287,131326268655
11796289,2.02e+11
11796290,2.01e+11
11796291,1e+09
11796292,1e+09
11796293,1.82e+11
11796294,173000001459
11796295,1.69e+11
11796296,1.69e+11
11796297,1.56024e+11
11796298,132000000233
11796299,1e+09
11796300,130000001459
11796301,127600000233
11796302,2.02e+11
11796303,1.7795e+11
11796304,1.76e+11
11796305,1e+09
11796306,1e+09
11796307,1.69e+11
11796308,1.551e+11
11796309,2.03e+11
11796310,1.73e+11
11796311,1e+09
11796312,126000001347
11796313,1e+09
11796314,1.73e+11
11796315,1.33e+11
11796316,1e+09
11796317,1.25e+11
11796318,1.25e+11
11796319,124000001347
11796320,1.24e+11
11796321,1.2e+11
11796322,1.2e+11
11796323,1.72e+11
11796324,1.69e+11
11796325,2.024e+11
11796326,1.69e+11
11796327,1.43e+11
11796328,1.62e+11
11796329,1.26e+11
11796330,1.9e+11
11796331,1.43e+11
11796332,1.43e+11
11796333,1.85e+11
11796334,1.727e+11
11796335,1.6e+11
11796336,1.43e+11
11796337,1.3635e+11
11796338,1.83e+11
11796340,160876430000
11796341,144000001459
11796342,1.43e+11
11796343,1.73e+11
11796344,1e+09
11796345,1.33e+11
11796346,1.245e+11
11796347,1.24e+11
11796348,119000001459
11796349,1.19e+11
11796350,1e+09
11796351,1.5e+11
11796352,1.61e+11
11796353,1.43e+11
11796354,1.51e+11
11796355,1.51e+11
11796356,1.43e+11
11796357,1.18e+11
11796358,1.11e+11
11796359,1.16e+11
11796360,115000001459
11796361,1.15e+11
11796362,1.68e+11
11796363,116000001459
11796364,1.8e+11
11796365,1e+09
11796366,1.3e+11
11796367,1.25e+11
11796368,1e+09
11796369,2.101e+11
11796370,2.23e+11
11796371,1e+09
11796372,2.02e+11
11796373,1.95e+11
11796375,1.88e+11
11796376,177257142857
11796377,148000001459
11796378,2.06e+11
11796379,1.8997e+11
11796380,1e+09
11796381,157300000233
11796382,1.57e+11
11796383,1.492e+11
11796384,1.43e+11
11796385,1.43e+11
11796386,1.43e+11
11796387,1.87e+11
11796388,1.43e+11
11796389,1.88e+11
11796390,2.05e+11
11796391,1.87e+11
11796392,2.25e+11
11796393,2.11e+11
11796394,2.06e+11
11796395,2.09e+11
11796396,2.05e+11
11796397,1.93e+11
11796398,1.87e+11
11796399,2.09e+11
11796400,1.87e+11
11796401,1e+09
11796402,2.12e+11
11796403,2.057e+11
11796404,2.05e+11
11796405,2.46e+11
11796406,2.3e+11
11796407,2.09e+11
11796408,2.05e+11
11796409,1.92e+11
11796410,3.01e+10
11796411,2.26e+11
11796412,1e+09
11796413,1.87e+11
11796415,2.26e+11
11796416,2.26e+11
11796417,2.26e+11
11796418,2.3e+11
11796419,2.233e+11
11796420,2.09e+11
11796421,3.01e+10
11796422,2.1e+11
11796423,2.23e+11
11796424,2.1e+11
11796425,2.07e+11
11796426,2.07e+11
11796427,2e+11
11796428,2.17e+11
11796429,1.9e+11
11796430,1.88e+11
11796431,2.299e+11
11796432,1e+09
11796433,1e+09
11796434,1e+09
11796435,2.31e+11
11796436,2.28e+11
11796437,1e+09
11796438,2.1685e+11
11796439,2.31e+11
11796440,2.1685e+11
11796441,2.61e+11
11796442,2.58e+11
11796443,245000001459
11796444,2.34e+11
11796445,2.34e+11
11796446,2.31e+11
11796447,2.3e+11
11796448,2.22e+11
11796449,2.1685e+11
11796450,1e+09
11796451,2.1685e+11
11796452,2.155e+11
11796453,2.45e+11
11796454,2.35e+11
11796455,1e+09
11796456,2.343e+11
11796457,2.3e+11
11796458,2.26e+11
11796459,2.1385e+11
11796460,1e+09
11796461,2.3e+11
11796462,1e+09
11796463,2.1e+11
11796464,2.3e+11
11796465,2.3e+11
11796466,2.288e+11
11796467,2.097e+11
11796468,1e+09
11796469,2.38e+11
11796470,2.3199e+11
11796471,2.28e+11
11796472,2.28e+11
11796473,2.097e+11
11796474,1e+09
11796475,2.29075e+11
11796476,2.3e+11
11796477,1e+09
11796478,2.08e+11
11796479,2e+11
11796480,1e+09
11796481,1.87e+11
11796482,1e+09
11796483,2.55e+11
11796484,2.3e+11
11796485,2.28e+11
11796486,2.08e+11
11796487,201000001459
11796488,1e+09
11796489,1.87e+11
11796490,2.415e+11
11796491,2.097e+11
11796492,1.85e+11
11796493,1.85e+11
11796494,1.738e+11
11796495,1.69e+11
11796496,2.56e+11
11796497,2.321e+11
11796498,2.07757e+11
11796499,2.07757e+11
11796500,2.68e+11
11796501,246000001459
11796502,259000001459
11796503,2.4255e+11
11796504,2.22e+11
11796505,2.56e+11
11796506,2.057e+11
11796507,2.1e+11
11796508,2.59e+11
11796509,2.38e+11
11796510,232000001459
11796511,1e+09
11796512,2.56e+11
11796513,1e+09
11796514,2.86e+11
11796515,2.7e+11
11796516,2.69e+11
11796517,1e+09
11796518,1e+09
11796519,1e+09
11796520,1e+09
11796521,3.084e+11
11796522,2.71e+11
11796523,1e+09
11796524,3.33e+11
11796525,3.84e+11
11796526,3.53e+11
11796527,3.9924e+11
11796528,3.52e+11
11796529,5e+11
11796530,4e+11
11796531,3.54e+11
11796532,3.52e+11
11796533,3.52e+11
11796534,3.5e+11
11796535,1e+09
11796536,4.06e+11
11796537,3.8e+11
11796538,1e+09
11796539,4.43e+11
11796540,4.07e+11
11796541,3.85e+11
11796542,3.54e+11
11796543,4.08e+11
11796544,1e+09
11796545,3.85e+11
11796546,3.54e+11
11796547,4.08e+11
11796548,3.85e+11
11796549,3.88e+11
11796550,3.7994e+11
11796551,3.52e+11
11796552,3.52e+11
11796553,3.01e+10
11796554,3.85e+11
11796555,3.85e+11
11796556,3.52e+11
11796558,3.52e+11
11796559,3.5e+11
11796560,3.5e+11
11796561,3.454e+11
11796562,3.9655e+11
11796563,3.85e+11
11796564,3.54e+11
11796565,3.85e+11
11796566,3.354e+11
11796567,3.33e+11
11796568,373983915633
11796569,4.06e+11
11796570,4.27e+11
11796571,4.15e+11
11796572,408000001459
11796573,3.87e+11
11796574,1e+09
11796575,373983915463
11796577,373983915633
11796578,373983915463
11796580,3.7e+11
11796581,3.52e+11
11796582,4.45e+11
11796583,4.17e+11
11796584,4.24e+11
11796585,4.12e+11
11796586,1e+09
11796587,385000001235
11796588,1e+09
11796589,3.7e+11
11796590,3.289e+11
11796591,3.22e+11
11796592,3.20905e+11
11796593,1e+09
11796594,4.05e+11
11796595,4.235e+11
11796597,3.9e+11
11796598,3.85e+11
11796599,3.85e+11
11796600,3.2375e+11
11796601,3.88e+11
11796602,3.65e+11
11796603,2.64e+11
11796604,3.14e+11
11796605,3.487e+11
11796607,3.11e+11
11796608,1e+09
11796609,1e+09
11796610,3.85e+11
11796611,3.11e+11
11796612,3.11e+11
11796613,3.15e+11
11796614,3e+11
11796615,3e+11
11796616,1e+09
11796617,2.97e+11
11796618,3.7e+11
11796619,1e+09
11796620,2.97e+11
11796621,2.89e+11
11796622,3.96e+11
11796623,3.19e+11
11796624,298000001459
11796625,2.849e+11
11796626,2.8e+11
11796627,2.77e+11
11796628,3.11e+11
11796629,1e+09
11796630,1e+09
11796631,4.05e+11
11796632,1e+09
11796633,4.32e+11
11796634,4.05e+11
11796635,1e+09
11796636,3.85e+11
11796637,3.7422e+11
11796638,3.732e+11
11796639,3.52e+11
11796640,3.42e+11
11796641,4.01e+11
11796642,387000001459
11796643,3.83e+11
11796644,4.2e+11
11796645,3.81e+11
11796646,3.24e+11
11796647,3.21e+11
11796648,3.11e+11
11796649,3.11e+11
11796650,3.11e+11
11796651,287000001459
11796652,2.82e+11
11796653,3.19e+11
11796654,275000001347
11796655,2.706e+11
11796656,2.7e+11
11796657,4.06e+11
11796658,4.22e+11
11796659,4.1e+11
11796661,4.104e+11
11796662,4.02e+11
11796663,3.86e+11
11796664,1e+09
11796665,3.732e+11
11796666,3.883e+11
11796667,3.993e+11
11796668,3.54e+11
11796669,3.42e+11
11796670,3.42e+11
11796671,3.42e+11
11796672,3.86e+11
11796673,4.03e+11
11796674,1e+09
11796675,3.1e+11
11796676,4.235e+11
11796677,3.432e+11
11796678,3.00375e+11
11796679,2.83e+11
11796680,2.7e+11
11796681,2.31e+11
11796682,4.07e+11
11796683,1e+09
11796684,2.937e+11
11796685,4.22e+11
11796686,4.0656e+11
11796687,1e+09
11796688,4.57938e+11
11796689,4.51e+11
11796690,4.4275e+11
11796691,1e+09
11796692,4.52e+11
11796693,4.48e+11
11796694,4.24e+11
11796695,4.27e+11
11796696,1e+09
11796697,4.23e+11
11796698,4.22712e+11
11796699,4.54e+11
11796700,4.477e+11
11796701,4.23e+11
11796702,4.22e+11
11796703,4.75e+11
11796704,4.52e+11
11796705,1e+09
11796706,4.42e+11
11796707,1e+09
11796708,3.01e+10
11796709,4.66e+11
11796710,1e+09
11796711,420000000001
11796712,465000001561
11796714,4.141e+11
11796715,412377096646
11796716,3.01e+10
11796718,4.083e+11
11796719,4.42e+11
11796720,4.07e+11
11796721,4.01e+11
11796722,1e+09
11796723,401754193293
11796724,3.87486e+11
11796725,3.842e+11
11796726,4.225e+11
11796727,443000001459
11796728,453300972394
11796729,4.22e+11
11796730,3.98e+11
11796731,3.74e+11
11796732,3.708e+11
11796733,2.46e+11
11796734,3.53e+11
11796735,3.5226e+11
11796736,4.07e+11
11796737,3.5226e+11
11796738,3.09e+11
11796739,4.64e+11
11796740,448500001677
11796741,4.641e+11
11796742,4.23e+11
11796743,390000001459
11796744,1e+09
11796745,1e+09
11796746,2.97e+11
11796747,4.05e+11
11796748,2.97e+11
11796749,4.87e+11
11796750,1e+09
11796751,3.87e+11
11796752,1e+09
11796753,1e+09
11796754,3.77e+11
11796755,3.72e+11
11796756,3.3e+11
11796757,4.92e+11
11796758,4.2e+11
11796759,390000001459
11796760,302000001459
11796761,390000001459
11796762,390000001459
11796763,2.97e+11
11796764,4.524e+11
11796765,3.77e+11
11796766,1e+09
11796767,3.77e+11
11796768,1e+09
11796769,4.21e+11
11796770,1e+09
11796771,4.21476e+11
11796772,3.856e+11
11796773,1e+09
11796774,4.52e+11
11796775,3.78e+11
11796776,1e+09
11796777,4.53e+11
11796778,1e+09
11796779,4.99e+11
11796780,5.1075e+11
11796781,4.97e+11
11796782,1e+09
11796783,4.75e+11
11796784,4.72e+11
11796785,1e+09
11796786,4.5e+11
11796787,4.37e+11
11796788,432053583526
11796789,4.191e+11
11796790,415000001459
11796791,4.52e+11
11796792,4.147e+11
11796793,4.12e+11
11796794,5.04e+11
11796795,1e+09
11796796,4.72e+11
11796797,4.642e+11
11796798,4.554e+11
11796799,4.27e+11
11796800,4.11e+11
11796801,3.856e+11
11796802,5.12e+11
11796803,4.67e+11
11796804,3.77e+11
11796805,3.77e+11
11796806,3.77e+11
11796807,3.278e+11
11796808,5.21e+11
11796809,4.67e+11
11796810,5.49e+11
11796811,4.697e+11
11796812,4.53e+11
11796813,4.27e+11
11796815,3.81e+11
11796816,4.98e+11
11796817,4.53e+11
11796818,4.53e+11
11796819,454000001459
11796820,1e+09
11796821,3.5e+11
11796822,3e+11
11796823,2.89e+11
11796824,285000001123
11796825,2.83e+11
11796826,1e+09
11796827,4.58e+11
11796828,4.53e+11
11796829,4.83e+11
11796830,4.67e+11
11796831,4.53e+11
11796832,4.1e+11
11796833,3.5e+11
11796834,2.8e+11
11796835,1e+09
11796836,4.87e+11
11796837,455000001459
11796838,1e+09
11796839,1e+09
11796840,4.147e+11
11796841,1e+09
11796842,2.71e+11
11796843,2.7e+11
11796844,2.67e+11
11796845,488571430239
11796846,4.53e+11
11796847,423500038533
11796848,2.7e+11
11796849,2.62e+11
11796850,2.59e+11
11796851,2.56e+11
11796852,513432040000
11796853,441100001603
11796854,4.8e+11
11796855,4.15e+11
11796856,3.81e+11
11796857,4.58e+11
11796858,4.15e+11
11796859,1e+09
11796861,2.56e+11
11796862,1e+09
11796863,1e+09
11796864,4.15e+11
11796865,1e+09
11796866,4.94e+11
11796867,4.97e+11
11796868,4.961e+11
11796869,1e+09
11796870,487000001459
11796871,4.624e+11
11796872,4.565e+11
11796873,1e+09
11796874,4.147e+11
11796875,3.87e+11
11796876,4.77e+11
11796877,3.509e+11
11796878,5.2e+11
11796879,4.88e+11
11796880,3.509e+11
11796881,498000000001
11796882,3e+11
11796883,1e+09
11796884,3.01e+10
11796885,5.148e+11
11796886,4.89e+11
11796887,5.51e+11
11796888,5.36e+11
11796889,1e+09
11796890,4.88e+11
11796891,4.88e+11
11796892,4.85199e+11
11796893,4.73e+11
11796894,5e+11
11796895,5e+11
11796896,4.88e+11
11796897,4.5e+11
11796898,5.368e+11
11796899,3.01e+10
11796900,4.88e+11
11796901,4.2e+11
11796902,3.322e+11
11796903,4.86e+11
11796904,2.86e+11
11796905,282000001459
11796906,2.59e+11
11796908,5.36e+11
11796909,487100001459
11796910,487100001459
11796911,1e+09
11796912,5.52e+11
11796913,4.89e+11
11796914,487100001459
11796915,4.85e+11
11796916,451000001459
11796917,301000001459
11796918,1e+09
11796919,4.84e+11
11796920,1e+09
11796921,5.01e+11
11796922,5.28e+11
11796923,4.83e+11
11796924,5.0707e+11
11796925,538928571429
11796926,4.85199e+11
11796927,4.5e+11
11796928,5.15e+11
11796929,4.86e+11
11796930,370623671874
11796931,5.5e+11
11796932,4.88e+11
11796933,5.243e+11
11796934,487000001459
11796935,301000001459
11796936,4.84e+11
11796937,3.01e+11
11796938,2.66e+11
11796939,2.6e+11
11796940,2.52e+11
11796941,301000001459
11796942,283500001977
11796943,2.5e+11
11796944,2.59e+11
11796945,2.5e+11
11796946,2.5e+11
11796947,2.47e+11
11796948,2.05e+11
11796949,3.11e+11
11796950,3.01e+11
11796951,3.01e+11
11796952,2.52e+11
11796953,2.5e+11
11796954,2.45e+11
11796955,1e+09
11796957,4.06e+11
11796958,3.36e+11
11796959,1e+09
11796960,2.8e+11
11796961,537000000255
11796962,1e+09
11796963,3.9e+11
11796964,3.75e+11
11796965,302000001459
11796966,5.35199e+11
11796967,5.51e+11
11796968,5.35e+11
11796969,538450000001
11796970,535700001604
11796971,5.88e+11
11796972,535000001459
11796973,5.865e+11
11796974,559200000306
11796975,5.56e+11
11796976,557000001459
11796978,1e+09
11796979,1e+09
11796980,5.96e+11
11796981,1e+09
11796982,535036900000
11796983,584000001459
11796984,5.34e+11
11796985,5.89e+11
11796986,5.76114e+11
11796987,5.34e+11
11796988,5.3e+11
11796989,5.05e+11
11796990,6.0375e+11
11796991,5.25e+11
11796992,5e+11
11796993,5e+11
11796994,5e+11
11796995,488000000255
11796996,4.86e+11
11796997,3.6625e+11
11796998,5e+11
11796999,4.2735e+11
11797000,3.9732e+11
11797001,5.3e+11
11797002,1e+09
11797003,5.5e+11
11797004,5.25e+11
11797005,5e+11
11797006,4.279e+11
11797007,3.88e+11
11797008,3.322e+11
11797009,3.04e+11
11797010,5.5e+11
11797011,3.02e+11
11797012,3.02e+11
11797013,300000001123
11797014,3e+11
11797015,5.368e+11
11797016,4.86e+11
11797017,3e+11
11797018,2.88e+11
11797019,5.6e+11
11797020,4.88e+11
11797021,4.27e+11
11797022,3.01e+11
11797023,5e+11
