"block_number","min"
11906730,1.95e+11
11906731,216000001459
11906732,215600001358
11906733,2.01e+11
11906734,1e+09
11906735,2.12e+11
11906736,2e+11
11906737,2.15791e+11
11906738,2.04e+11
11906739,199492187500
11906740,2.19e+11
11906741,2.04e+11
11906742,2.03e+11
11906743,1.95e+11
11906744,2.0685e+11
11906745,1e+09
11906746,2.22e+11
11906747,2.2e+11
11906748,2.2e+11
11906749,2.22e+11
11906750,2.17e+11
11906752,2.167e+11
11906753,2.0685e+11
11906754,2.05e+11
11906755,2.037e+11
11906756,2.1735e+11
11906757,2.22e+11
11906758,2.25e+11
11906759,221000001459
11906760,217714287382
11906761,2.14e+11
11906762,2.14e+11
11906763,2.02e+11
11906764,2.25e+11
11906765,227000001561
11906766,2.25e+11
11906767,224132160000
11906768,217350001234
11906769,2.17e+11
11906770,2.05e+11
11906771,1.956e+11
11906772,1.95e+11
11906774,1.91e+11
11906775,2.3e+11
11906776,2.17e+11
11906777,1.92e+11
11906778,1.85e+11
11906779,1.75e+11
11906780,1.65e+11
11906781,1.6e+11
11906782,1e+09
11906783,1e+09
11906784,2.17e+11
11906785,226000001459
11906786,3.01e+10
11906787,1e+09
11906788,2.409e+11
11906789,2.387e+11
11906790,2.387e+11
11906791,228000001459
11906792,2.28e+11
11906793,2.42e+11
11906794,2.39e+11
11906795,2.33e+11
11906796,2.31e+11
11906797,2.3e+11
11906798,242928000001
11906799,2.5505e+11
11906800,2.44e+11
11906801,2.43e+11
11906803,2.41e+11
11906804,2.92e+11
11906805,2.62e+11
11906806,2.64e+11
11906807,2.5e+11
11906808,2.6e+11
11906809,256000001561
11906810,2.497e+11
11906811,2.5e+11
11906812,2.519e+11
11906813,2.48e+11
11906814,2.49e+11
11906815,2.42e+11
11906816,2.739e+11
11906817,273950001531
11906818,2.691e+11
11906819,2.86e+11
11906820,1e+09
11906821,2.75e+11
11906822,271000001561
11906823,2.69e+11
11906824,2.66e+11
11906826,2.629e+11
11906827,2.63e+11
11906828,2.7715e+11
11906829,326169000001
11906830,3.01e+10
11906831,2.66e+11
11906832,2.66e+11
11906833,2.63e+11
11906834,2.5974e+11
11906835,2.59e+11
11906836,1e+09
11906837,2.875e+11
11906838,2.898e+11
11906839,2.75e+11
11906840,302627690000
11906841,2.959e+11
11906842,2.9e+11
11906843,2.74e+11
11906844,2.69e+11
11906845,268928571429
11906846,2.7775e+11
11906847,3.15e+11
11906848,3.1e+11
11906849,3.10365e+11
11906850,3.08e+11
11906851,3.102e+11
11906852,3e+11
11906853,2.9e+11
11906854,2.82e+11
11906855,2.84e+11
11906856,2.75e+11
11906857,2.99e+11
11906858,3.245e+11
11906859,3.14e+11
11906860,2.9e+11
11906861,2.96e+11
11906862,2.96e+11
11906863,1e+09
11906864,2.75e+11
11906865,2.66e+11
11906866,274241500388
11906867,264000001459
11906868,2.6e+11
11906869,2.57e+11
11906870,2.57e+11
11906871,1e+09
11906872,2.9e+11
11906873,2.55e+11
11906874,3.1e+11
11906875,2.92e+11
11906876,3.18e+11
11906877,2.987e+11
11906878,2.868e+11
11906879,3.0345e+11
11906880,2.77e+11
11906881,255000001459
11906882,2.96e+11
11906883,2.9e+11
11906884,2.54e+11
11906885,3.4e+11
11906886,3.19e+11
11906887,3.16e+11
11906888,296000001459
11906889,1e+09
11906890,318000001459
11906891,3.15e+11
11906892,2.959e+11
11906893,3.17e+11
11906894,3.05e+11
11906895,3e+11
11906896,1e+09
11906897,2.9e+11
11906898,2.89e+11
11906899,2.98e+11
11906900,2.81e+11
11906901,2.805e+11
11906902,2.98e+11
11906903,2.61e+11
11906904,2.54e+11
11906905,2.5e+11
11906906,2.49e+11
11906907,2.45e+11
11906908,2.39e+11
11906909,2.376e+11
11906910,2.34e+11
11906911,3.2065e+11
11906912,3.17e+11
11906913,2.8902e+11
11906914,3.17922e+11
11906915,3.1e+11
11906916,2.84e+11
11906917,2.843e+11
11906918,2.66e+11
11906919,2.48e+11
11906920,2.31e+11
11906921,3.25e+11
11906922,3.09e+11
11906923,2.97e+11
11906924,2.959e+11
11906925,2.866e+11
11906926,2.662e+11
11906927,2.6575e+11
11906928,2.61e+11
11906929,2.3288e+11
11906930,2.27535e+11
11906931,225000000255
11906932,1e+09
11906933,2.34e+11
11906934,2.76e+11
11906935,2.2e+11
11906936,3.2025e+11
11906937,2.83e+11
11906938,1e+09
11906939,2.6575e+11
11906940,2.19e+11
11906941,2.6575e+11
11906942,2.19e+11
11906943,2.17e+11
11906944,2.17e+11
11906945,277818751100
11906946,252562501000
11906947,3.146e+11
11906948,2.80875e+11
11906949,3.025e+11
11906950,2.48e+11
11906951,3.1e+11
11906952,290400001604
11906953,282562501000
11906954,2.71e+11
11906955,3.16e+11
11906956,276428571430
11906957,273722500000
11906958,2.6e+11
11906959,2.76e+11
11906960,252562501000
11906961,2.88e+11
11906962,2.4e+11
11906963,3.189e+11
11906964,264000001459
11906965,3.15e+11
11906966,287100000233
11906967,2.62e+11
11906968,2.38e+11
11906969,1e+09
11906970,2.2e+11
11906971,1e+09
11906972,302000001459
11906973,3.014e+11
11906974,2.94e+11
11906975,272000001459
11906976,2.38e+11
11906977,272000001459
11906978,2.99e+11
11906979,217000001347
11906980,1e+09
11906981,3e+11
11906982,2.61e+11
11906983,3.36e+11
11906984,306000001459
11906985,3.1902e+11
11906986,3.28e+11
11906987,3.19e+11
11906988,3.04e+11
11906989,2.9e+11
11906990,3.2e+11
11906991,2.8e+11
11906992,2.8e+11
11906993,2.8e+11
11906994,2.67e+11
11906995,2.18e+11
11906996,2.16e+11
11906997,3.24e+11
11906998,2.66e+11
11906999,3.2e+11
11907000,1e+09
11907001,3.29e+11
11907002,3.04e+11
11907003,3.22e+11
11907004,3.01e+11
11907005,3e+11
11907006,2.772e+11
11907007,1e+09
11907009,3.2e+11
11907010,2.42e+11
11907011,2.15e+11
11907012,2.14e+11
11907013,2.28e+11
11907014,2.07e+11
11907015,2.7e+11
11907016,2e+11
11907017,3.01e+10
11907018,2.38e+11
11907019,1.99e+11
11907020,1.875e+11
11907021,1.72e+11
11907022,1.7e+11
11907023,3.18e+11
11907024,1e+09
11907025,2.92e+11
11907026,2.464e+11
11907027,2.31e+11
11907028,2.75e+11
11907029,2.24e+11
11907030,1e+09
11907031,2.464e+11
11907032,2.35e+11
11907033,2.2e+11
11907034,197000001459
11907035,2.6544e+11
11907036,2.244e+11
11907037,3.01e+10
11907038,1e+09
11907039,2.22e+11
11907040,1.41e+11
11907041,1.99e+11
11907042,1.99e+11
11907043,1e+09
11907044,1.85e+11
11907045,1.75e+11
11907046,2.299e+11
11907047,2.31e+11
11907048,2.24e+11
11907049,1.8e+11
11907050,1e+09
11907051,2.456e+11
11907052,3.01e+11
11907053,2.706e+11
11907054,2.24e+11
11907055,2.22e+11
11907056,2.47e+11
11907057,2.24e+11
11907058,2.1e+11
11907059,2.76e+11
11907060,2.57488e+11
11907061,261428571429
11907062,2.24e+11
11907063,2.43e+11
11907064,2.3e+11
11907065,2.04e+11
11907066,2.32e+11
11907067,201000001459
11907068,2.32e+11
11907069,1.91e+11
11907070,2.784e+11
11907071,2.32e+11
11907072,3.03e+11
11907073,285000001561
11907074,2.77e+11
11907075,2.49e+11
11907076,1e+09
11907077,2.77e+11
11907078,2.32e+11
11907079,1e+09
11907080,2.38375e+11
11907081,2.45e+11
11907082,1e+09
11907083,2.16e+11
11907084,2.68e+11
11907085,2.32e+11
11907086,1e+09
11907087,3.08e+11
11907088,2.73e+11
11907089,2.45e+11
11907090,3.04e+11
11907091,258208800152
11907092,2.45e+11
11907093,2.45e+11
11907094,2.31e+11
11907095,198000001347
11907096,2e+11
11907097,190000001561
11907098,185000001459
11907099,177000001459
11907100,3e+11
11907101,3.08e+11
11907102,2.784e+11
11907103,2.77e+11
11907104,2.45e+11
11907105,2.32e+11
11907106,2.91e+11
11907107,2.8e+11
11907108,1e+09
11907110,2.57e+11
11907111,2.47e+11
11907112,2.42e+11
11907113,2.96e+11
11907114,258300001531
11907115,3.26e+11
11907116,2.93e+11
11907117,1e+09
11907118,246000001459
11907119,1e+09
11907120,2.75e+11
11907121,2.7492e+11
11907122,2.706e+11
11907123,2.46e+11
11907124,2.31e+11
11907125,200000001347
11907126,2e+11
11907127,3e+11
11907128,2e+11
11907129,1.9e+11
11907130,3.0069e+11
11907131,2.827e+11
11907132,2.57e+11
11907133,3.144e+11
11907134,2.99e+11
11907135,2.62e+11
11907136,2.75e+11
11907137,2.57e+11
11907138,2.2e+11
11907139,1.92e+11
11907140,175000001347
11907141,1.74e+11
11907142,1.69e+11
11907143,3e+11
11907144,2.7242e+11
11907145,2.57e+11
11907146,2.38e+11
11907147,2.8675e+11
11907148,2.29e+11
11907149,1.93e+11
11907150,2.62e+11
11907151,2.62e+11
11907153,184000001459
11907154,1e+09
11907155,1.62e+11
11907156,1.59e+11
11907157,1.57e+11
11907158,2.825e+11
11907159,2.01e+11
11907160,153000001459
11907161,152915290000
11907162,1e+09
11907163,2.22e+11
11907164,2.016e+11
11907165,1.518e+11
11907166,1.5e+11
11907167,1.5e+11
11907168,1.46e+11
11907169,2.09e+11
11907170,201300001604
11907172,1.99e+11
11907173,183000001459
11907174,1.815e+11
11907175,183000001459
11907176,1.837e+11
11907177,1.815e+11
11907178,1.7094e+11
11907179,178000001459
11907180,167000001459
11907181,1.51e+11
11907182,1.42e+11
11907183,139348396690
11907184,258995683400
11907185,2.63175e+11
11907186,2.3e+11
11907187,1.9965e+11
11907188,1.9965e+11
11907189,1.815e+11
11907190,1.947e+11
11907191,1.81e+11
11907192,1.75325e+11
11907193,1.9965e+11
11907194,1.65e+11
11907195,2.24e+11
11907196,1e+09
11907197,2e+11
11907198,1.6e+11
11907199,1e+09
11907200,2.556e+11
11907201,1.915e+11
11907202,1e+09
11907203,1.92e+11
11907204,224000001561
11907205,2.67e+11
11907206,2.22e+11
11907207,2.11e+11
11907208,1.92e+11
11907209,1.92e+11
11907210,1.85e+11
11907211,1.84e+11
11907212,1.82e+11
11907213,2.141e+11
11907214,1e+09
11907215,1.815e+11
11907216,168000001459
11907217,3.01e+10
11907218,2.112e+11
11907219,1.92e+11
11907220,1.82e+11
11907221,161000001459
11907222,1.92e+11
11907223,1.6e+11
11907224,1.5e+11
11907225,2.8e+11
11907226,262285714286
11907227,251000001561
11907228,2.96e+11
11907229,2.89e+11
11907230,1e+09
11907231,1e+09
11907232,2.67e+11
11907234,2.688e+11
11907235,2.7e+11
11907236,2.695e+11
11907237,2.99e+11
11907238,2.751e+11
11907239,2.75e+11
11907240,2.75e+11
11907241,2.9e+11
11907242,2.882e+11
11907244,2.95e+11
11907245,2.904e+11
11907246,273190100167
11907247,2.94e+11
11907248,2.73e+11
11907249,2.7e+11
11907250,2.7e+11
11907251,2.695e+11
11907252,3e+11
11907253,3e+11
11907254,2.96e+11
11907255,300000100000
11907256,2.93e+11
11907257,2.78e+11
11907258,2.7e+11
11907259,3e+11
11907260,3.01e+10
11907261,2.96e+11
11907262,2.99e+11
11907263,2.96e+11
11907264,2.86e+11
11907265,2.94e+11
11907266,2.75e+11
11907267,269000001459
11907268,1e+09
11907269,3.01e+11
11907270,3e+11
11907271,2.96e+11
11907272,1e+09
11907273,2.96e+11
11907274,2.915e+11
11907275,3.058e+11
11907277,301000001459
11907278,2.959e+11
11907279,295000001459
11907280,2.88e+11
11907281,2.7295e+11
11907282,2.67e+11
11907283,1e+09
11907284,2.959e+11
11907285,2.9526e+11
11907286,2.304e+11
11907287,2.71e+11
11907288,2.9e+11
11907289,2.66e+11
11907290,2.65e+11
11907291,2.96e+11
11907292,3.12e+11
11907293,2.959e+11
11907294,3e+11
11907295,3.18e+11
11907296,3.22e+11
11907297,299000000001
11907298,2.9526e+11
11907299,2.9526e+11
11907300,2.9524e+11
11907301,3.54e+11
11907302,3.24e+11
11907303,3.24e+11
11907304,3.24e+11
11907305,3.24e+11
11907306,3.26e+11
11907307,3.25e+11
11907308,3.27e+11
11907309,3.24e+11
11907310,3.421e+11
11907311,1e+09
11907312,3.34e+11
11907313,3.34e+11
11907314,3.3e+11
11907315,3.888e+11
11907316,3.509e+11
11907317,1e+09
11907318,3.45e+11
11907319,3.47e+11
11907320,3.46e+11
11907321,1e+09
11907322,351000001561
11907323,3.48e+11
11907324,3.48e+11
11907325,3.5e+11
11907326,3.45e+11
11907327,3.52e+11
11907328,4e+11
11907329,364800000001
11907330,363363001644
11907331,1e+10
11907332,3.77e+11
11907333,3.608e+11
11907334,367433510010
11907335,3.8e+11
11907336,3.68e+11
11907337,416900000001
11907338,3.97e+11
11907339,3.93e+11
11907340,4.54e+11
11907341,483000001561
11907342,4.5e+11
11907343,4.43e+11
11907344,4.54e+11
11907345,4.55e+11
11907346,4.5e+11
11907347,443000001561
11907348,438000001459
11907349,5e+11
11907350,4.93e+11
11907351,5.27e+11
11907352,504000001561
11907353,5.07e+11
11907354,5.58e+11
11907355,555873000544
11907356,8.976e+11
11907357,9.36e+11
11907358,7.65e+11
11907359,745404584673
11907361,1e+09
11907362,8e+11
11907363,7.707e+11
11907364,7.7e+11
11907365,7.43e+11
11907366,7.78e+11
11907367,1e+09
11907368,746000001459
11907369,8.97e+11
11907370,1e+09
11907371,1.03e+12
11907372,9.6e+11
11907373,1e+12
11907374,1e+12
11907375,1e+09
11907376,1e+09
11907378,1.03e+12
11907379,1.129e+12
11907380,1114263680940
11907381,1.078e+12
11907382,1.061e+12
11907383,1e+09
11907384,1e+09
11907385,1e+09
11907386,1116541800001
11907387,1061076463864
11907388,1.0692e+12
11907390,1.093e+12
11907391,1.087e+12
11907392,1084000001561
11907393,1.061e+12
11907394,1.058e+12
11907395,1085000001459
11907396,1.067e+12
11907397,1190000001561
11907398,1.17e+12
11907399,1.1726e+12
11907400,1171000001459
11907401,1.159e+12
11907402,1.1572e+12
11907403,1.162e+12
11907404,1.126e+12
11907405,1.101e+12
11907406,1.067e+12
11907407,1.047e+12
11907408,1199000001459
11907409,1.1541e+12
11907410,1.17e+12
11907411,1.08e+12
11907412,1e+09
11907413,1056000000001
11907414,991890111245
11907415,9.79e+11
11907416,9.757e+11
11907417,9.75e+11
11907418,1.1e+12
11907419,1.0703e+12
11907420,1e+09
11907421,976000001459
11907422,1204000001561
11907423,1.193e+12
11907424,1178271103491
11907425,3.01e+10
11907426,1.183e+12
11907427,1.162e+12
11907428,9.93e+11
11907429,1.09142e+12
11907430,970000001459
11907431,9.3e+11
11907432,9e+11
11907433,9e+11
11907434,1.2096e+12
11907435,8.95e+11
11907436,8.9e+11
11907437,1e+09
11907438,8.5e+11
11907439,1e+09
11907440,8e+11
11907441,1.05e+12
11907442,7.52e+11
11907443,1.097e+12
11907444,3.01e+10
11907445,1119314703600
11907446,1.191e+12
11907447,1.024e+12
11907448,8.05e+11
11907449,7.381e+11
11907450,1.2096e+12
11907451,1.165e+12
11907452,857398259211
11907453,9e+11
11907454,1183000001459
11907455,7.5e+11
11907456,1e+09
11907457,1.1817e+12
11907458,1160466660325
11907459,1.15e+12
11907460,1.198e+12
11907461,9.35e+11
11907462,1.2e+12
11907463,7.58e+11
11907464,1.2e+12
11907465,1.2e+12
11907466,1.2e+12
11907467,1.193e+12
11907468,9.355e+11
11907469,8.25e+11
11907470,1e+09
11907471,1e+09
11907472,1.2e+12
11907473,1.2e+12
11907474,1e+09
11907475,1.001e+12
11907476,827917085307
11907477,7.5e+11
11907478,751000001459
11907479,1135588973590
11907481,7.799e+11
11907482,1e+09
11907483,745000001459
11907484,734000001123
11907485,7.25e+11
11907486,709060000016
11907487,7.08e+11
11907488,7e+11
11907489,7e+11
11907490,6.71e+11
11907491,6.64169e+11
11907492,6.25e+11
11907493,6.25e+11
11907495,6.25e+11
11907496,6.25e+11
11907497,750000001235
11907498,6.461e+11
11907499,6.15e+11
11907500,6.15e+11
11907501,1e+09
11907502,6.875e+11
11907503,7.22e+11
11907504,6.6e+11
11907505,8.23e+11
11907506,8.23e+11
11907507,8.23e+11
11907508,7.25e+11
11907509,7.5e+11
11907510,7.04e+11
11907511,7.15e+11
11907512,8.7e+11
11907513,9e+11
11907514,7.9074e+11
11907515,805255001990
11907516,1e+09
11907517,9.07e+11
11907518,1e+09
11907519,8.83e+11
11907520,8.97e+11
11907521,9.38e+11
11907522,9.89e+11
11907523,9.89e+11
11907524,1e+09
11907525,8.93e+11
11907526,8.62e+11
11907527,1e+09
11907528,9.2e+11
11907529,7.7e+11
11907530,1e+09
11907531,7.08e+11
11907532,7e+11
11907533,6.655e+11
11907534,912000001459
11907535,8.5e+11
11907536,6.74859e+11
11907537,6.6e+11
11907538,6.56e+11
11907539,6.25e+11
11907540,8.22e+11
11907541,8.23e+11
11907542,7e+11
11907543,7e+11
11907544,6.25e+11
11907545,6.25e+11
11907547,615000001459
11907548,6.15e+11
11907549,1e+09
11907550,7.7e+11
11907551,1e+09
11907552,8.63e+11
11907553,6.15e+11
11907554,6e+11
11907555,6.15e+11
11907556,6e+11
11907557,8.6427e+11
11907558,8.07e+11
11907559,8.25e+11
11907560,8.22e+11
11907561,7.5e+11
11907562,8.74e+11
11907563,6.92e+11
11907564,6.15e+11
11907565,1e+09
11907566,5.952e+11
11907567,5.87e+11
11907568,561000001561
11907569,1e+09
11907570,5.5e+11
11907571,5e+11
11907572,7e+11
11907573,5.65e+11
11907574,6.25e+11
11907575,5.5e+11
11907576,6.05e+11
11907577,6e+11
11907578,1e+09
11907580,5.79e+11
11907581,7.15e+11
11907582,3.01e+10
11907583,7.7e+11
11907584,7.75e+11
11907585,7.77e+11
11907586,3.01e+10
11907587,1e+09
11907588,7.73e+11
11907589,7.5e+11
11907590,1e+09
11907591,661623600000
11907592,6.32e+11
11907593,619000010000
11907594,759000001459
11907595,1e+09
11907596,3.01e+10
11907597,6.25e+11
11907598,7e+11
11907599,5e+11
11907600,6.655e+11
11907601,6e+11
11907602,6.37e+11
11907603,6.15e+11
11907604,1e+09
11907605,7.71e+11
11907606,6.59e+11
11907607,5.66e+11
11907608,5.5e+11
11907609,5.5e+11
11907610,5.85e+11
11907611,6.25e+11
11907612,6e+11
11907613,5.5e+11
11907614,5.5e+11
11907615,5.5e+11
11907616,6e+11
11907617,6.89e+11
11907618,6e+11
11907619,5.5e+11
11907620,5.5e+11
11907621,538537030853
11907622,5.31e+11
11907623,5.51e+11
11907624,5.2e+11
11907625,7e+11
11907626,5.46e+11
11907627,5.5e+11
11907628,5.19e+11
11907630,5.09e+11
11907631,504999999995
11907632,5e+11
11907633,5e+11
11907634,5e+11
11907635,5e+11
11907636,6e+11
11907637,6.13e+11
11907638,5.5e+11
11907639,5.15e+11
11907640,5.1e+11
11907641,5e+11
11907642,5e+11
11907643,6e+11
11907644,5.99e+11
11907645,5e+11
11907646,5e+11
11907647,5e+11
11907648,6e+11
11907649,5e+11
11907650,1e+09
11907651,5e+11
11907652,6e+11
11907653,6e+11
11907654,503559999998
11907655,5e+11
11907656,1e+09
11907657,5e+11
11907658,5.09e+11
11907659,5e+11
11907660,5e+11
11907661,6.5e+11
11907662,6e+11
11907663,6e+11
11907664,1e+09
11907665,6.23e+11
11907666,5.9e+11
11907667,5.5e+11
11907668,6.19e+11
11907669,6.05e+11
11907670,1e+09
11907671,1e+09
11907672,566000000064
11907673,550200000001
11907674,6.2e+11
11907675,5.32e+11
11907676,5.04e+11
11907677,5e+11
11907678,1e+09
11907679,5.5e+11
11907680,5.04e+11
11907681,5e+11
11907682,5e+11
11907683,5e+11
11907684,5e+11
11907685,5e+11
11907686,5e+11
11907687,3.97e+11
11907688,7.7e+11
11907689,6.22e+11
11907690,3.01e+10
11907691,6.2e+11
11907692,6e+11
11907693,5.994e+11
11907694,6.4575e+11
11907695,6.15e+11
11907696,6e+11
11907697,5.56e+11
11907698,5.5e+11
11907699,5.26e+11
11907700,5e+11
11907701,5e+11
11907702,5e+11
11907703,5e+11
11907704,4.97e+11
11907705,6.77e+11
11907706,6.73e+11
11907707,6.75e+11
11907708,6.5e+11
11907709,6.47e+11
11907710,6.2e+11
11907711,1e+09
11907712,6.05e+11
11907713,5.5e+11
11907714,502186300000
11907715,6e+11
11907716,5.99e+11
11907717,6.77e+11
11907718,6e+11
11907719,5.577e+11
11907720,1e+09
11907721,5e+11
11907722,5e+11
11907723,616000001459
11907724,6.765e+11
11907725,5.962e+11
11907726,6.765e+11
11907727,6.37e+11
11907728,640565800185
11907729,6e+11
11907730,3.82e+11
11907731,6.79e+11
11907732,6.5e+11
11907733,6.02e+11
11907734,1e+09
11907735,6e+11
11907736,5.5e+11
11907737,5.41e+11
11907738,6.116e+11
11907739,5.3e+11
11907740,5e+11
11907741,5e+11
11907742,5e+11
11907743,5e+11
11907744,4.97e+11
11907745,4.89e+11
11907746,6e+11
11907747,5.1e+11
11907748,4.82e+11
11907749,1e+09
11907750,4.85e+11
11907751,5e+11
11907752,4.665e+11
11907753,4.554e+11
11907754,5.11e+11
11907755,1e+09
11907756,4.41e+11
11907757,4.34e+11
11907758,4.25e+11
11907759,6e+11
11907760,1e+09
11907761,5.37e+11
11907762,5e+11
11907763,4.98e+11
11907764,4.63e+11
11907765,4.14e+11
11907766,4.1261e+11
11907767,5.15e+11
11907768,4.25e+11
11907769,4e+11
11907770,1e+09
11907771,3.977e+11
11907772,5.889e+11
11907773,5.5e+11
11907774,1e+09
11907775,6.15e+11
11907776,5.26e+11
11907777,4.97e+11
11907778,6.15e+11
11907780,5.36e+11
11907781,6e+11
11907782,6.765e+11
11907783,6.32e+11
11907784,5.96e+11
11907785,5.83e+11
11907786,600000000255
11907787,5.786e+11
11907788,5.5e+11
11907789,5.511e+11
11907790,6.32e+11
11907791,6e+11
11907792,6.2e+11
11907793,6e+11
11907794,621000001459
11907795,5.99e+11
11907796,5.84e+11
11907797,5.78e+11
11907798,5.925e+11
11907799,5.5e+11
11907800,5.29e+11
11907801,5.25e+11
11907802,5e+11
11907803,1e+09
11907804,5e+11
11907805,5e+11
11907806,5.5e+11
11907807,1e+09
11907808,5.5e+11
11907809,6.25e+11
11907810,5.81e+11
11907811,5.5e+11
11907812,1e+09
11907813,6.38e+11
11907814,5.62e+11
11907815,5.13e+11
11907816,5e+11
11907817,5e+11
11907818,5e+11
11907819,1e+09
11907820,5e+11
11907821,5e+11
11907822,5e+11
11907823,5e+11
11907824,5e+11
11907825,6.06e+11
11907826,586517029691
11907827,5.47e+11
11907828,5e+11
11907829,5e+11
11907830,1e+09
11907831,5e+11
11907832,5e+11
11907833,5.23e+11
11907834,5e+11
11907835,5e+11
11907836,4.97e+11
11907837,4.97e+11
11907838,4.97e+11
11907839,4.71e+11
11907840,4.59e+11
11907841,430937500000
11907842,4.03e+11
11907843,4e+11
11907844,5e+11
11907846,5e+11
11907847,5.002e+11
11907848,5.0011e+11
11907849,5.5e+11
11907850,501000001459
11907851,5.79e+11
11907852,5e+11
11907853,5e+11
11907854,5.26e+11
11907855,5e+11
11907856,5.1e+11
11907857,5e+11
11907858,5e+11
11907859,5e+11
11907860,4.78e+11
11907861,5e+11
11907862,572000001561
11907863,1e+09
11907864,511000001459
11907865,3.01e+10
11907866,5e+11
11907867,5e+11
11907868,461000001561
11907869,3.97e+11
11907870,3.1905e+11
11907872,5.78e+11
11907873,5.5e+11
11907874,5.75e+11
11907875,5.4e+11
11907876,5e+11
11907877,5e+11
11907878,5e+11
11907879,5.01e+11
11907880,5.51e+11
11907881,1e+09
11907882,5.55e+11
11907883,5.64e+11
11907884,5e+11
11907885,5e+11
11907886,5e+11
11907887,5e+11
11907888,5e+11
11907889,4.95e+11
11907890,3.97e+11
11907891,1e+09
11907892,3.79e+11
11907893,3.9e+11
11907894,5.78e+11
11907895,5e+11
11907896,3.86e+11
11907897,3.762e+11
11907898,3.7e+11
11907899,5.1e+11
11907900,3.68e+11
11907901,3.6e+11
11907902,3.57e+11
11907903,3.5e+11
11907904,3.01e+10
11907905,5e+11
11907906,5.5e+11
11907907,4.92e+11
11907908,5.55e+11
11907909,572549019607
11907910,3.01e+10
11907911,1e+09
11907912,4.92e+11
11907913,4.79e+11
11907914,4.38e+11
11907915,3.57e+11
11907916,3.5e+11
11907917,4.84e+11
11907918,1e+09
11907919,5.09e+11
11907920,4.44e+11
11907921,3.5e+11
11907922,4.92e+11
11907923,4.92e+11
11907924,4.92e+11
11907925,3.47e+11
11907926,4.92e+11
11907927,3.432e+11
11907928,3.355e+11
11907929,5.49e+11
11907930,1e+09
11907931,3.31e+11
11907932,5.39e+11
11907933,4.04e+11
11907934,4.21e+11
11907935,5.467e+11
11907936,4.21e+11
11907937,4.22e+11
11907938,5.52e+11
11907939,5.09e+11
11907940,551000001459
11907941,6e+11
11907942,5.9e+11
11907943,3.01e+10
11907944,3.01e+10
11907945,5.904e+11
11907946,5.69e+11
11907947,5.93e+11
11907948,5.58e+11
11907949,6e+11
11907950,5.58e+11
11907951,5.25e+11
11907952,5.02e+11
11907953,5e+11
11907954,5e+11
11907955,1e+09
11907956,6e+11
11907957,5.5e+11
11907958,5e+11
11907959,513000000001
11907960,5e+11
11907961,1e+09
11907962,5e+11
11907963,4.92e+11
11907964,4.92e+11
11907965,4.92e+11
11907966,4.92e+11
11907967,4.92e+11
11907968,6.24e+11
11907969,6e+11
11907970,5.6e+11
11907971,7e+11
11907972,6.36e+11
11907973,6.36e+11
11907974,1e+09
11907975,6.34e+11
11907976,5.5e+11
11907977,6.26e+11
11907978,6.6e+11
11907979,637000001459
11907980,6.25e+11
11907981,617000010000
11907982,6.1e+11
11907983,6e+11
11907984,6e+11
11907985,5.85e+11
11907986,5.85e+11
11907987,6.35e+11
11907988,6e+11
11907989,5.57e+11
11907990,5e+11
11907991,1e+09
11907992,5.5e+11
11907993,1e+09
11907994,6.2e+11
11907995,5.87e+11
11907996,5.55e+11
11907997,5.31e+11
11907998,5.94e+11
11907999,5.05e+11
11908000,5.1e+11
11908001,5e+11
11908002,6.6e+11
11908003,6.25e+11
11908004,6e+11
11908005,5.56e+11
11908006,5.43e+11
11908007,5e+11
11908008,5e+11
11908009,5e+11
11908010,6.2125e+11
11908011,5e+11
11908012,5e+11
11908013,5e+11
11908014,5e+11
11908015,1e+09
11908016,5e+11
11908017,1e+09
11908018,5e+11
11908019,1e+09
11908020,6e+11
11908021,5.75e+11
11908022,5.67e+11
11908023,625210200001
11908024,1e+09
11908025,6.03e+11
11908026,5.79e+11
11908027,5.51e+11
11908028,5.3e+11
11908029,1e+09
11908030,5.01e+11
11908031,5e+11
11908032,5.01e+11
11908033,5e+11
11908034,5e+11
11908035,5e+11
11908036,5e+11
11908037,5e+11
11908038,5.5e+11
11908039,5.01e+11
11908040,5e+11
11908041,5e+11
11908042,4.92e+11
11908043,4.65e+11
11908044,4.21e+11
11908045,5.09e+11
11908046,5e+11
11908047,5e+11
11908048,1e+09
11908049,3.84e+11
11908050,3.564e+11
11908051,5.8e+11
11908052,1e+09
11908053,5.35e+11
11908054,1e+09
11908055,5e+11
11908056,4.7e+11
11908057,493000010000
11908058,3.5e+11
11908059,3.9e+11
11908060,3.39e+11
11908061,5e+11
11908062,3.91e+11
11908063,3.9e+11
11908064,3.39e+11
11908065,4.97e+11
11908066,3.76e+11
11908067,3.36e+11
11908068,1e+09
11908069,3.34e+11
11908070,5.7e+11
11908071,4.76e+11
11908072,3.99e+11
11908073,3.73e+11
11908074,4.03e+11
11908075,3.48e+11
11908076,600000000255
11908077,5.1e+11
11908078,4.56e+11
11908079,4.51e+11
11908080,4.301e+11
11908081,6e+11
11908082,6e+11
11908083,5.31e+11
11908084,5.016e+11
11908085,5.016e+11
11908086,4.985e+11
11908087,3.01e+10
11908088,6.01e+11
11908089,1e+09
11908090,5.5e+11
11908091,5.625e+11
11908092,1e+09
11908093,6e+11
11908094,3.01e+10
11908095,5.75e+11
